 1.000E+02   8.606E-01   5.375E-01   1.861E-25   1.861E-25   3.163E-24
 4.688E+01   7.269E-01   5.791E-01   1.727E-25   1.727E-25   2.936E-24
 1.958E+01   4.860E-01   6.729E-01   1.486E-25   1.486E-25   2.526E-24
 8.522E+00   2.858E-01   7.778E-01   1.286E-25   1.286E-25   2.186E-24
 4.554E+00   2.191E-01   8.203E-01   1.219E-25   1.219E-25   3.040E-24
 2.684E+00   1.972E-01   8.353E-01   1.197E-25   1.197E-25   6.530E-21
 1.716E+00   1.845E-01   8.442E-01   1.184E-25   1.184E-25   1.302E-20
 1.216E+00   1.694E-01   8.552E-01   1.252E-21   5.080E-24   1.241E-20
 9.798E-01   1.543E-01   8.658E-01   1.893E-17   2.652E-20   1.757E-18
 8.458E-01   8.419E-02   8.188E-01   1.638E-13   2.141E-15   4.957E-14
 6.798E-01   2.222E-05   7.529E-01   1.209E-13   3.839E-11   1.191E-15
 3.287E-01   8.074E-08   7.529E-01   1.203E-14   4.334E-10   3.982E-15
 1.416E-01   6.926E-09   7.529E-01   1.027E-14   4.131E-10   1.232E-15
 8.081E-02   5.858E-10   7.529E-01   1.110E-14   4.119E-10   1.202E-15
 4.341E-02   1.346E-11   7.529E-01   1.127E-14   4.118E-10   1.202E-15
 1.813E-02   2.399E-14   7.529E-01   1.127E-14   4.118E-10   1.202E-15
 9.836E-03   1.285E-16   7.529E-01   1.127E-14   4.118E-10   1.202E-15
