/*  T[GeV]       sqrt(gStar)     heff  */  
  { 5.0118730e+01,1.0161433e+01,9.6610442e+01},
  { 4.7315120e+01,1.0133266e+01,9.5965963e+01},
  { 4.4668360e+01,1.0102499e+01,9.5319094e+01},
  { 4.2169650e+01,1.0069274e+01,9.4674396e+01},
  { 3.9810720e+01,1.0033807e+01,9.4036437e+01},
  { 3.7583740e+01,9.9963855e+00,9.3409641e+01},
  { 3.5481330e+01,9.9573570e+00,9.2798172e+01},
  { 3.3496540e+01,9.9171195e+00,9.2205819e+01},
  { 3.1622780e+01,9.8761016e+00,9.1635892e+01},
  { 2.9853890e+01,9.8347455e+00,9.1091181e+01},
  { 2.8183830e+01,9.7934797e+00,9.0573832e+01},
  { 2.6607250e+01,9.7527128e+00,9.0085528e+01},
  { 2.5118860e+01,9.7128036e+00,8.9627330e+01},
  { 2.3713740e+01,9.6740569e+00,8.9199830e+01},
  { 2.2387210e+01,9.6367151e+00,8.8803186e+01},
  { 2.1134890e+01,9.6009630e+00,8.8437220e+01},
  { 1.9952620e+01,9.5669323e+00,8.8101469e+01},
  { 1.8836490e+01,9.5347145e+00,8.7795255e+01},
  { 1.7782790e+01,9.5043749e+00,8.7517717e+01},
  { 1.6788040e+01,9.4759666e+00,8.7267832e+01},
  { 1.5848930e+01,9.4495398e+00,8.7044403e+01},
  { 1.4962350e+01,9.4251480e+00,8.6846053e+01},
  { 1.4125410e+01,9.4028462e+00,8.6671207e+01},
  { 1.3335210e+01,9.3826832e+00,8.6518033e+01},
  { 1.2589250e+01,9.3647035e+00,8.6384518e+01},
  { 1.1885020e+01,9.3489069e+00,8.6268409e+01},
  { 1.1220180e+01,9.3352776e+00,8.6167296e+01},
  { 1.0592540e+01,9.3237332e+00,8.6078640e+01},
  { 1.0000000e+01,9.3141673e+00,8.5999875e+01},
  { 8.9125090e+00,9.3002134e+00,8.5861953e+01},
  { 7.9432870e+00,9.2918056e+00,8.5734758e+01},
  { 7.0794640e+00,9.2870790e+00,8.5602581e+01},
  { 6.3095760e+00,9.2844646e+00,8.5453079e+01},
  { 5.6234130e+00,9.2828298e+00,8.5276517e+01},
  { 5.0118720e+00,9.2814873e+00,8.5064550e+01},
  { 4.4668390e+00,9.2800554e+00,8.4809102e+01},
  { 3.9810720e+00,9.2782778e+00,8.4501642e+01},
  { 3.5481360e+00,9.2759142e+00,8.4132957e+01},
  { 3.1622780e+00,9.2726015e+00,8.3693217e+01},
  { 2.8183830e+00,9.2679069e+00,8.3172429e+01},
  { 2.5118880e+00,9.2610215e+00,8.2561124e+01},
  { 2.3713770e+00,9.2565282e+00,8.2218949e+01},
  { 2.2387220e+00,9.2510927e+00,8.1851325e+01},
  { 2.1134890e+00,9.2445949e+00,8.1457699e+01},
  { 1.9952630e+00,9.2368536e+00,8.1037755e+01},
  { 1.8836500e+00,9.2276911e+00,8.0591450e+01},
  { 1.7782790e+00,9.2169211e+00,8.0119054e+01},
  { 1.6788060e+00,9.2043631e+00,7.9621195e+01},
  { 1.5848930e+00,9.1898481e+00,7.9098767e+01},
  { 1.4962360e+00,9.1732348e+00,7.8553062e+01},
  { 1.4125380e+00,9.1544205e+00,7.7985589e+01},
  { 1.3335210e+00,9.1333580e+00,7.7398072e+01},
  { 1.2589270e+00,9.1100675e+00,7.6792383e+01},
  { 1.1885020e+00,9.0846550e+00,7.6170288e+01},
  { 1.1220190e+00,9.0573233e+00,7.5533484e+01},
  { 1.0592540e+00,9.0283671e+00,7.4883240e+01},
  { 1.0000000e+00,8.9981760e+00,7.4220340e+01},
  { 9.4406170e-01,8.9672042e+00,7.3544892e+01},
  { 8.9125100e-01,8.9359335e+00,7.2856161e+01},
  { 8.4139550e-01,8.9048137e+00,7.2152635e+01},
  { 7.9432840e-01,8.8741882e+00,7.1431978e+01},
  { 7.4989420e-01,8.8442283e+00,7.0691281e+01},
  { 7.0794590e-01,8.8148653e+00,6.9927326e+01},
  { 6.6834440e-01,8.7857884e+00,6.9136946e+01},
  { 6.3095770e-01,8.7564946e+00,6.8317343e+01},
  { 5.9566230e-01,8.7264258e+00,6.7466345e+01},
  { 5.6234130e-01,8.6949040e+00,6.6582458e+01},
  { 5.3088460e-01,8.6616219e+00,6.5664885e+01},
  { 5.0118720e-01,8.6264815e+00,6.4712785e+01},
  { 4.7315170e-01,8.5897699e+00,6.3725201e+01},
  { 4.4668370e-01,8.5520078e+00,6.2700141e+01},
  { 4.2169650e-01,8.5138690e+00,6.1634681e+01},
  { 3.9810730e-01,8.4764389e+00,6.0524282e+01},
  { 3.7583740e-01,8.4406210e+00,5.9362505e+01},
  { 3.5481350e-01,8.4071199e+00,5.8141510e+01},
  { 3.3496570e-01,8.3764160e+00,5.6852116e+01},
  { 3.1622790e-01,8.3484815e+00,5.5484431e+01},
  { 2.9853830e-01,8.3227096e+00,5.4028705e+01},
  { 2.8183830e-01,8.2979611e+00,5.2476160e+01},
  { 2.6607250e-01,8.2730192e+00,5.0819597e+01},
  { 2.5118870e-01,8.2477405e+00,4.9053017e+01},
  { 2.3713760e-01,8.2251704e+00,4.7169218e+01},
  { 2.2387220e-01,8.2143740e+00,4.5154388e+01},
  { 2.1134890e-01,8.2321506e+00,4.2980508e+01},
  { 1.9952620e-01,8.2983896e+00,4.0599794e+01},
  { 1.8836490e-01,8.4170718e+00,3.7954362e+01},
  { 1.7782790e-01,8.5430996e+00,3.5017137e+01},
  { 1.6788060e-01,8.5644805e+00,3.1859393e+01},
  { 1.5848930e-01,8.3509420e+00,2.8687986e+01},
  { 1.4962360e-01,7.8564626e+00,2.5783878e+01},
  { 1.4125380e-01,7.1798060e+00,2.3364119e+01},
  { 1.3335210e-01,6.4782851e+00,2.1491210e+01},
  { 1.2589250e-01,5.9174005e+00,2.0094058e+01},
  { 1.1885020e-01,5.4113467e+00,1.9046630e+01},
  { 1.1220180e-01,5.0026636e+00,1.8330916e+01},
  { 1.0592530e-01,4.7967986e+00,1.7816656e+01},
  { 1.0000000e-01,4.6750830e+00,1.7382538e+01},
  { 9.4406090e-02,4.5688130e+00,1.7006297e+01},
  { 8.9125100e-02,4.4824775e+00,1.6673559e+01},
  { 8.4139500e-02,4.4052671e+00,1.6376305e+01},
  { 7.9432820e-02,4.3349531e+00,1.6110179e+01},
  { 7.4989420e-02,4.2759619e+00,1.5870550e+01},
  { 7.0794580e-02,4.2309280e+00,1.5648801e+01},
  { 6.6834400e-02,4.1965464e+00,1.5436885e+01},
  { 6.3095730e-02,4.1685386e+00,1.5229080e+01},
  { 5.9566210e-02,4.1434483e+00,1.5022345e+01},
  { 5.6234130e-02,4.1198639e+00,1.4815177e+01},
  { 5.3088450e-02,4.0971022e+00,1.4606644e+01},
  { 5.0118730e-02,4.0745491e+00,1.4396251e+01},
  { 4.7315120e-02,4.0517433e+00,1.4183861e+01},
  { 4.4668360e-02,4.0283108e+00,1.3969634e+01},
  { 4.2169650e-02,4.0039583e+00,1.3753977e+01},
  { 3.9810720e-02,3.9784260e+00,1.3537516e+01},
  { 3.5481330e-02,3.9232182e+00,1.3105610e+01},
  { 3.1622770e-02,3.8616043e+00,1.2682231e+01},
  { 2.8183830e-02,3.7937983e+00,1.2277329e+01},
  { 2.5118860e-02,3.7203015e+00,1.1901249e+01},
  { 2.2387210e-02,3.6344595e+00,1.1568451e+01},
  { 1.9952620e-02,3.5437157e+00,1.1300700e+01},
  { 1.7782790e-02,3.4570776e+00,1.1108284e+01},
  { 1.5848930e-02,3.3902562e+00,1.0987779e+01},
  { 1.4125380e-02,3.3492126e+00,1.0916182e+01},
  { 1.2589250e-02,3.3243222e+00,1.0873532e+01},
  { 1.1220180e-02,3.3076572e+00,1.0849566e+01},
  { 1.0000000e-02,3.3002989e+00,1.0837375e+01},
  { 8.9125100e-03,3.2944875e+00,1.0829899e+01},
  { 7.9432840e-03,3.2905374e+00,1.0828396e+01},
  { 7.0794560e-03,3.2900831e+00,1.0828875e+01},
  { 6.3095730e-03,3.2907643e+00,1.0829156e+01},
  { 5.6234130e-03,3.2918562e+00,1.0828267e+01},
  { 5.0118730e-03,3.2927515e+00,1.0825933e+01},
  { 4.4668370e-03,3.2930382e+00,1.0822456e+01},
  { 3.9810710e-03,3.2930288e+00,1.0818317e+01},
  { 3.5481330e-03,3.2927070e+00,1.0813646e+01},
  { 3.1622780e-03,3.2916624e+00,1.0808972e+01},
  { 2.8183830e-03,3.2910386e+00,1.0804661e+01},
  { 2.5118870e-03,3.2911066e+00,1.0799733e+01},
  { 2.2387210e-03,3.2920171e+00,1.0793287e+01},
  { 1.9952620e-03,3.2938802e+00,1.0783843e+01},
  { 1.7782790e-03,3.2956805e+00,1.0770241e+01},
  { 1.5848930e-03,3.2968341e+00,1.0752353e+01},
  { 1.4125380e-03,3.2974683e+00,1.0730189e+01},
  { 1.2589250e-03,3.2965062e+00,1.0704031e+01},
  { 1.1220180e-03,3.2968545e+00,1.0674076e+01},
  { 1.0000000e-03,3.2994966e+00,1.0636595e+01},
  { 8.9125100e-04,3.3031555e+00,1.0588403e+01},
  { 7.9432840e-04,3.3071491e+00,1.0526871e+01},
  { 7.0794560e-04,3.3113861e+00,1.0449594e+01},
  { 6.3095720e-04,3.3150456e+00,1.0354041e+01},
  { 5.6234130e-04,3.3211483e+00,1.0236925e+01},
  { 5.0118730e-04,3.3290735e+00,1.0091402e+01},
  { 4.4668370e-04,3.3386710e+00,9.9121705e+00},
  { 3.9810710e-04,3.3455615e+00,9.6940475e+00},
  { 3.5481340e-04,3.3560001e+00,9.4337979e+00},
  { 3.1622780e-04,3.3701627e+00,9.1198373e+00},
  { 2.8183830e-04,3.3833054e+00,8.7461768e+00},
  { 2.5118870e-04,3.3920711e+00,8.3105841e+00},
  { 2.2387210e-04,3.3925214e+00,7.8151871e+00},
  { 1.9952620e-04,3.3810654e+00,7.2661751e+00},
  { 1.7782790e-04,3.3243916e+00,6.6840525e+00},
  { 1.5848930e-04,3.2197748e+00,6.1158840e+00},
  { 1.4125380e-04,3.0826372e+00,5.5939382e+00},
  { 1.2589250e-04,2.9193200e+00,5.1424155e+00},
  { 1.1220180e-04,2.7491517e+00,4.7766484e+00},
  { 1.0000000e-04,2.5938731e+00,4.4961215e+00},
  { 8.9125050e-05,2.4614473e+00,4.2904128e+00},
  { 7.9432840e-05,2.3545673e+00,4.1474217e+00},
  { 7.0794570e-05,2.2736672e+00,4.0539216e+00},
  { 6.3095770e-05,2.2169344e+00,3.9971931e+00},
  { 5.6234130e-05,2.1801560e+00,3.9656825e+00},
  { 5.0118700e-05,2.1607488e+00,3.9497087e+00},
  { 4.4668370e-05,2.1478772e+00,3.9419299e+00},
  { 3.9810710e-05,2.1431265e+00,3.9400194e+00},
  { 3.5481350e-05,2.1421116e+00,3.9390269e+00},
  { 3.1622780e-05,2.1412922e+00,3.9387960e+00},
  { 2.8183820e-05,2.1412100e+00,3.9387303e+00},
  { 2.5118870e-05,2.1411559e+00,3.9387188e+00},
  { 2.2387210e-05,2.1411547e+00,3.9387170e+00},
  { 1.9952630e-05,2.1411518e+00,3.9387169e+00},
  { 2.3482260e-13,2.1411530e+00,3.9387176e+00}
