/*  T[GeV]       sqrt(gStar)     heff  */  
  { 1.2589250e+04,1.0335880e+01,1.0683001e+02},
  { 1.1885040e+04,1.0335880e+01,1.0682996e+02},
  { 1.1220190e+04,1.0335880e+01,1.0682991e+02},
  { 1.0592560e+04,1.0335879e+01,1.0682985e+02},
  { 1.0000000e+04,1.0335879e+01,1.0682978e+02},
  { 9.4406060e+03,1.0335879e+01,1.0682971e+02},
  { 8.9125300e+03,1.0335879e+01,1.0682963e+02},
  { 8.4139500e+03,1.0335878e+01,1.0682954e+02},
  { 7.9432840e+03,1.0335878e+01,1.0682944e+02},
  { 7.4989420e+03,1.0335878e+01,1.0682933e+02},
  { 7.0794570e+03,1.0335877e+01,1.0682920e+02},
  { 6.6834550e+03,1.0335877e+01,1.0682906e+02},
  { 6.3095860e+03,1.0335876e+01,1.0682891e+02},
  { 5.9566360e+03,1.0335876e+01,1.0682874e+02},
  { 5.6234260e+03,1.0335875e+01,1.0682855e+02},
  { 5.3088430e+03,1.0335875e+01,1.0682834e+02},
  { 5.0118730e+03,1.0335874e+01,1.0682810e+02},
  { 4.7315120e+03,1.0335874e+01,1.0682783e+02},
  { 4.4668370e+03,1.0335873e+01,1.0682754e+02},
  { 4.2169650e+03,1.0335873e+01,1.0682721e+02},
  { 3.9810710e+03,1.0335872e+01,1.0682684e+02},
  { 3.7583750e+03,1.0335871e+01,1.0682643e+02},
  { 3.5481410e+03,1.0335871e+01,1.0682597e+02},
  { 3.3496630e+03,1.0335870e+01,1.0682546e+02},
  { 3.1622850e+03,1.0335869e+01,1.0682489e+02},
  { 2.9853820e+03,1.0335868e+01,1.0682425e+02},
  { 2.8183960e+03,1.0335867e+01,1.0682353e+02},
  { 2.6607250e+03,1.0335866e+01,1.0682273e+02},
  { 2.5118870e+03,1.0335865e+01,1.0682184e+02},
  { 2.3713740e+03,1.0335864e+01,1.0682084e+02},
  { 2.2387210e+03,1.0335863e+01,1.0681972e+02},
  { 2.1134890e+03,1.0335862e+01,1.0681847e+02},
  { 1.9952620e+03,1.0335861e+01,1.0681707e+02},
  { 1.8836500e+03,1.0335859e+01,1.0681551e+02},
  { 1.7782790e+03,1.0335858e+01,1.0681376e+02},
  { 1.6788080e+03,1.0335857e+01,1.0681180e+02},
  { 1.5848930e+03,1.0335855e+01,1.0680961e+02},
  { 1.4962350e+03,1.0335854e+01,1.0680716e+02},
  { 1.4125380e+03,1.0335852e+01,1.0680441e+02},
  { 1.3335210e+03,1.0335851e+01,1.0680134e+02},
  { 1.2589290e+03,1.0335849e+01,1.0679790e+02},
  { 1.1885020e+03,1.0335848e+01,1.0679406e+02},
  { 1.1220180e+03,1.0335846e+01,1.0678975e+02},
  { 1.0592540e+03,1.0335845e+01,1.0678493e+02},
  { 1.0000000e+03,1.0335843e+01,1.0677953e+02},
  { 9.4406070e+02,1.0335841e+01,1.0677349e+02},
  { 8.9125300e+02,1.0335842e+01,1.0676673e+02},
  { 8.4139690e+02,1.0335839e+01,1.0675916e+02},
  { 7.9432840e+02,1.0335838e+01,1.0675069e+02},
  { 7.4989420e+02,1.0335838e+01,1.0674121e+02},
  { 7.0794560e+02,1.0335838e+01,1.0673060e+02},
  { 6.6834400e+02,1.0335838e+01,1.0671873e+02},
  { 6.3095730e+02,1.0335839e+01,1.0670545e+02},
  { 5.9566230e+02,1.0335840e+01,1.0669059e+02},
  { 5.6234130e+02,1.0335842e+01,1.0667397e+02},
  { 5.3088430e+02,1.0335845e+01,1.0665538e+02},
  { 5.0118730e+02,1.0335848e+01,1.0663460e+02},
  { 4.7315230e+02,1.0335853e+01,1.0661136e+02},
  { 4.4668470e+02,1.0335858e+01,1.0658539e+02},
  { 4.2169650e+02,1.0335865e+01,1.0655637e+02},
  { 3.9810710e+02,1.0335873e+01,1.0652395e+02},
  { 3.7583910e+02,1.0335882e+01,1.0648775e+02},
  { 3.5481340e+02,1.0335891e+01,1.0644733e+02},
  { 3.3496550e+02,1.0335901e+01,1.0640224e+02},
  { 3.1622780e+02,1.0335910e+01,1.0635195e+02},
  { 2.9853820e+02,1.0335917e+01,1.0629588e+02},
  { 2.8183830e+02,1.0335921e+01,1.0623341e+02},
  { 2.6607250e+02,1.0335920e+01,1.0616386e+02},
  { 2.5118870e+02,1.0335911e+01,1.0608646e+02},
  { 2.3713740e+02,1.0335887e+01,1.0600042e+02},
  { 2.2387270e+02,1.0335847e+01,1.0590484e+02},
  { 2.1134890e+02,1.0335779e+01,1.0579875e+02},
  { 1.9952620e+02,1.0335674e+01,1.0568114e+02},
  { 1.8836580e+02,1.0335520e+01,1.0555092e+02},
  { 1.7782790e+02,1.0335300e+01,1.0540687e+02},
  { 1.6788040e+02,1.0334992e+01,1.0524780e+02},
  { 1.5848930e+02,1.0334569e+01,1.0507239e+02},
  { 1.4962360e+02,1.0333995e+01,1.0487930e+02},
  { 1.4125380e+02,1.0333226e+01,1.0466716e+02},
  { 1.3335210e+02,1.0332213e+01,1.0443455e+02},
  { 1.2589250e+02,1.0330904e+01,1.0418009e+02},
  { 1.1885050e+02,1.0329195e+01,1.0390240e+02},
  { 1.1220210e+02,1.0327023e+01,1.0360021e+02},
  { 1.0592540e+02,1.0324269e+01,1.0327226e+02},
  { 1.0000000e+02,1.0320799e+01,1.0291757e+02},
  { 9.4406090e+01,1.0316491e+01,1.0253527e+02},
  { 8.9125110e+01,1.0311179e+01,1.0212474e+02},
  { 8.4139500e+01,1.0304688e+01,1.0168570e+02},
  { 7.9432820e+01,1.0296830e+01,1.0121818e+02},
  { 7.4989420e+01,1.0287404e+01,1.0072266e+02},
  { 7.0794580e+01,1.0276204e+01,1.0020005e+02},
  { 6.6834400e+01,1.0263026e+01,9.9651760e+01},
  { 6.3095730e+01,1.0247672e+01,9.9079714e+01},
  { 5.9566360e+01,1.0229965e+01,9.8486391e+01},
  { 5.6234130e+01,1.0209753e+01,9.7874673e+01},
  { 5.3088450e+01,1.0186929e+01,9.7248079e+01},
