 1.000E+02   8.606E-01   5.375E-01   1.861E-25   1.861E-25   3.163E-24
 4.688E+01   7.272E-01   5.790E-01   1.727E-25   1.727E-25   2.936E-24
 1.958E+01   4.856E-01   6.731E-01   1.486E-25   1.486E-25   2.526E-24
 8.522E+00   2.829E-01   7.795E-01   1.283E-25   1.283E-25   2.181E-24
 4.550E+00   2.147E-01   8.232E-01   1.215E-25   1.215E-25   3.048E-24
 2.682E+00   1.924E-01   8.386E-01   1.192E-25   1.192E-25   6.569E-21
 1.713E+00   1.798E-01   8.476E-01   1.180E-25   1.180E-25   1.312E-20
 1.215E+00   1.650E-01   8.584E-01   1.255E-21   5.136E-24   1.255E-20
 9.788E-01   1.503E-01   8.688E-01   1.933E-17   2.744E-20   1.752E-18
 8.448E-01   8.054E-02   8.217E-01   1.670E-13   2.265E-15   4.733E-14
 6.787E-01   2.046E-05   7.583E-01   1.135E-13   3.979E-11   1.138E-15
 3.268E-01   7.750E-08   7.583E-01   1.149E-14   4.272E-10   3.794E-15
 1.410E-01   6.677E-09   7.583E-01   9.856E-15   4.078E-10   1.156E-15
 8.058E-02   5.664E-10   7.583E-01   1.065E-14   4.066E-10   1.128E-15
 4.332E-02   1.305E-11   7.583E-01   1.081E-14   4.065E-10   1.128E-15
 1.809E-02   2.319E-14   7.583E-01   1.082E-14   4.065E-10   1.128E-15
 9.816E-03   1.240E-16   7.583E-01   1.082E-14   4.065E-10   1.128E-15
