 1.000E+02   7.125E-12   1.861E-25   1.861E-25   4.000E-25   1.861E-25
 4.688E+01   2.780E-12   6.061E-24   6.900E-24   4.000E-25   1.727E-25
 1.958E+01   1.251E-12   4.948E-24   6.470E-24   4.000E-25   1.486E-25
 8.522E+00   1.314E-12   1.201E-22   1.490E-22   6.587E-23   1.285E-25
 4.553E+00   5.369E-12   2.258E-19   1.496E-19   6.308E-17   1.218E-25
 2.683E+00   9.746E-11   9.756E-14   1.837E-14   3.352E-12   1.196E-25
 1.715E+00   8.272E-09   1.305E-09   4.069E-11   3.890E-08   1.426E-24
 1.216E+00   1.739E-06   2.100E-07   8.635E-10   2.099E-06   5.193E-18
 9.795E-01   1.732E-04   4.991E-06   7.024E-09   3.115E-04   3.359E-13
 8.454E-01   3.648E-03   7.391E-05   1.716E-06   1.060E-01   1.852E-09
 6.795E-01   2.073E-04   2.611E-06   1.011E-05   2.449E-01   2.383E-10
 3.281E-01   3.037E-05   1.425E-07   9.508E-06   2.452E-01   2.486E-11
 1.414E-01   2.627E-05   8.691E-08   1.025E-05   2.452E-01   2.733E-11
 8.074E-02   2.603E-05   8.238E-08   1.034E-05   2.452E-01   2.814E-11
 4.338E-02   2.599E-05   8.229E-08   1.036E-05   2.452E-01   2.818E-11
 1.811E-02   2.599E-05   8.230E-08   1.036E-05   2.452E-01   2.818E-11
 9.830E-03   2.599E-05   8.211E-08   1.044E-05   2.449E-01   4.382E-10
